Tanggal,Ada_Event,Penumpang_MRT,Curah_Hujan_mm,Hari_Dalam_Minggu,Bulan,Is_Weekend,Hujan_Kemarin,Volume_Sampah_Ton
2023-12-13,0.0,82468,14.115852083453888,2,12,0,3.076286454098355,8038.87
2023-12-14,0.0,82400,0.0,3,12,0,14.115852083453888,8296.77
2023-12-15,0.0,91383,29.574797373415873,4,12,0,0.0,8232.1
2023-12-16,0.0,73758,22.34823651169936,5,12,1,29.574797373415873,8736.26
2023-12-17,0.0,81890,9.049589503917286,6,12,1,22.34823651169936,8897.03
2023-12-18,0.0,98279,2.471689554589462,0,12,0,9.049589503917286,8273.72
2023-12-19,0.0,77870,11.344781748094361,1,12,0,2.471689554589462,8191.13
2023-12-20,0.0,102060,16.123239581247216,2,12,0,11.344781748094361,8226.01
2023-12-21,0.0,79841,0.0,3,12,0,16.123239581247216,7974.15
2023-12-22,0.0,71878,8.350261556198442,4,12,0,0.0,8001.82
2023-12-23,0.0,66760,7.723588216262333,5,12,1,8.350261556198442,8507.36
2023-12-24,0.0,89709,2.668425060063318,6,12,1,7.723588216262333,8866.64
2023-12-25,0.0,74621,0.0,0,12,0,2.668425060063318,7857.4
2023-12-26,0.0,73698,0.0,1,12,0,0.0,7995.27
2023-12-27,0.0,79685,0.0,2,12,0,0.0,8057.12
2023-12-28,0.0,89281,15.790474626487004,3,12,0,0.0,8014.78
2023-12-29,0.0,82872,9.82704545549494,4,12,0,15.790474626487004,8280.15
2023-12-30,0.0,70118,19.40089322719917,5,12,1,9.82704545549494,8508.27
2023-12-31,1.0,72067,4.133479590228442,6,12,1,19.40089322719917,10786.68
2024-01-01,1.0,85760,2.6284710606044417,0,1,0,4.133479590228442,10161.31
2024-01-02,0.0,89430,0.0,1,1,0,2.6284710606044417,8128.72
2024-01-03,0.0,81136,12.290068334806154,2,1,0,0.0,8111.75
2024-01-04,0.0,82870,2.539388483864733,3,1,0,12.290068334806154,8227.34
2024-01-05,0.0,62861,7.3464623652931795,4,1,0,2.539388483864733,8046.27
2024-01-06,0.0,75932,23.134810452414058,5,1,1,7.3464623652931795,8825.0
2024-01-07,0.0,92982,0.0,6,1,1,23.134810452414058,8831.9
2024-01-08,0.0,80528,0.0,0,1,0,0.0,7766.99
2024-01-09,0.0,98150,44.202474115691615,1,1,0,0.0,8053.49
2024-01-10,0.0,81852,0.0,2,1,0,44.202474115691615,8219.83
2024-01-11,0.0,70125,19.084866448811034,3,1,0,0.0,8024.13
2024-01-12,0.0,101056,7.091604675399817,4,1,0,19.084866448811034,8529.31
2024-01-13,0.0,81892,3.130862823924657,5,1,1,7.091604675399817,8590.02
2024-01-14,0.0,116089,6.75500238944759,6,1,1,3.130862823924657,8858.31
2024-01-15,0.0,86759,11.175321224301133,0,1,0,6.75500238944759,8062.22
2024-01-16,0.0,70802,5.094497325556182,1,1,0,11.175321224301133,8238.89
2024-01-17,0.0,54784,3.915395695125566,2,1,0,5.094497325556182,8016.5
2024-01-18,0.0,89226,8.855513132991815,3,1,0,3.915395695125566,8188.07
2024-01-19,0.0,65229,4.880026205256222,4,1,0,8.855513132991815,8274.67
2024-01-20,0.0,88682,4.4178223534844,5,1,1,4.880026205256222,8506.68
2024-01-21,0.0,84978,7.961941822433852,6,1,1,4.4178223534844,8653.7
2024-01-22,0.0,51847,9.269196746079471,0,1,0,7.961941822433852,8072.28
2024-01-23,0.0,81848,8.215231833538835,1,1,0,9.269196746079471,8241.92
2024-01-24,0.0,79434,0.0,2,1,0,8.215231833538835,8515.15
2024-01-25,0.0,80121,2.5090483552467533,3,1,0,0.0,8260.6
2024-01-26,0.0,63237,0.0,4,1,0,2.5090483552467533,8045.5
2024-01-27,0.0,82951,25.987827701217082,5,1,1,0.0,8636.19
2024-01-28,0.0,78074,13.82139513563838,6,1,1,25.987827701217082,8830.3
2024-01-29,0.0,62936,2.769122915329199,0,1,0,13.82139513563838,7786.16
2024-01-30,0.0,76659,46.20190006152766,1,1,0,2.769122915329199,8543.53
2024-01-31,0.0,96571,50.207351845337755,2,1,0,46.20190006152766,8630.28
2024-02-01,0.0,98328,20.246323868748426,3,2,0,50.207351845337755,8280.06
2024-02-02,0.0,91685,0.0,4,2,0,20.246323868748426,8356.84
2024-02-03,0.0,78256,13.180540849504036,5,2,1,0.0,8465.86
2024-02-04,0.0,60983,14.955577950710383,6,2,1,13.180540849504036,8906.56
2024-02-05,0.0,88312,21.9134386426834,0,2,0,14.955577950710383,8200.92
2024-02-06,0.0,82438,20.589002064275192,1,2,0,21.9134386426834,8255.12
2024-02-07,0.0,58854,13.78140040663229,2,2,0,20.589002064275192,8329.22
2024-02-08,0.0,97111,11.506994685963974,3,2,0,13.78140040663229,8076.9
2024-02-09,0.0,98572,20.502717301596082,4,2,0,11.506994685963974,8171.66
2024-02-10,0.0,90363,6.697307346815792,5,2,1,20.502717301596082,8783.92
2024-02-11,0.0,60255,18.131297747745656,6,2,1,6.697307346815792,8733.76
2024-02-12,0.0,94984,18.30390896235438,0,2,0,18.131297747745656,8451.16
2024-02-13,0.0,83282,10.755752281701067,1,2,0,18.30390896235438,8414.42
2024-02-14,0.0,79331,0.0,2,2,0,10.755752281701067,8076.35
2024-02-15,0.0,96842,0.0,3,2,0,0.0,7928.75
2024-02-16,0.0,105011,0.0,4,2,0,0.0,8328.68
2024-02-17,0.0,70896,11.159865443976832,5,2,1,0.0,8758.19
2024-02-18,0.0,93036,13.46038857633082,6,2,1,11.159865443976832,9150.78
2024-02-19,0.0,83493,4.742463959472057,0,2,0,13.46038857633082,8101.77
2024-02-20,0.0,75976,0.0,1,2,0,4.742463959472057,8133.87
2024-02-21,0.0,91563,0.0,2,2,0,0.0,8134.61
2024-02-22,0.0,83356,7.961884145273489,3,2,0,0.0,8212.75
2024-02-23,0.0,80167,12.496705474203043,4,2,0,7.961884145273489,8186.6
2024-02-24,0.0,71624,0.0,5,2,1,12.496705474203043,8875.86
2024-02-25,0.0,88443,22.614817523695752,6,2,1,0.0,8837.93
2024-02-26,0.0,93606,0.0,0,2,0,22.614817523695752,8233.25
2024-02-27,0.0,100115,21.410773227174577,1,2,0,0.0,7978.08
2024-02-28,0.0,67937,5.318817072534709,2,2,0,21.410773227174577,8176.5
2024-02-29,0.0,84996,34.516893653165326,3,2,0,5.318817072534709,8445.37
2024-03-01,0.0,79544,4.105434857259014,4,3,0,34.516893653165326,8488.93
2024-03-02,1.0,77895,3.346046580295677,5,3,1,4.105434857259014,10017.25
2024-03-03,0.0,118309,3.688759030120195,6,3,1,3.346046580295677,8640.31
2024-03-04,0.0,84753,10.847667321824762,0,3,0,3.688759030120195,8362.85
2024-03-05,0.0,80011,0.0,1,3,0,10.847667321824762,7956.5
2024-03-06,0.0,72122,2.695969240796457,2,3,0,0.0,8035.6
2024-03-07,0.0,86849,2.5541476252922544,3,3,0,2.695969240796457,8205.02
2024-03-08,0.0,91157,0.0,4,3,0,2.5541476252922544,7740.78
2024-03-09,0.0,99129,56.95681806424531,5,3,1,0.0,8924.76
2024-03-10,0.0,81814,43.545210880659376,6,3,1,56.95681806424531,9662.06
2024-03-11,0.0,99511,3.64355878835904,0,3,0,43.545210880659376,8288.13
2024-03-12,0.0,93862,0.0,1,3,0,3.64355878835904,8005.96
2024-03-13,0.0,84853,3.1353046336333907,2,3,0,0.0,7970.81
2024-03-14,0.0,93773,7.048431488370347,3,3,0,3.1353046336333907,8049.19
2024-03-15,0.0,79394,8.666695933520394,4,3,0,7.048431488370347,8564.19
2024-03-16,0.0,83864,2.7176278322098595,5,3,1,8.666695933520394,8491.96
2024-03-17,0.0,77539,5.113761544392121,6,3,1,2.7176278322098595,8791.17
2024-03-18,0.0,82273,4.603125426832676,0,3,0,5.113761544392121,8039.95
2024-03-19,0.0,112453,6.434608012185861,1,3,0,4.603125426832676,8127.39
2024-03-20,0.0,91048,5.582828319740594,2,3,0,6.434608012185861,8160.54
2024-03-21,0.0,76163,14.662466345468635,3,3,0,5.582828319740594,7928.83
2024-03-22,0.0,84522,9.167671801126744,4,3,0,14.662466345468635,8173.52
2024-03-23,0.0,99459,0.0,5,3,1,9.167671801126744,8462.92
2024-03-24,0.0,90828,4.002419149410899,6,3,1,0.0,8644.45
2024-03-25,0.0,96141,2.0376566586670806,0,3,0,4.002419149410899,7987.75
2024-03-26,0.0,76866,4.973367416703488,1,3,0,2.0376566586670806,7853.93
2024-03-27,0.0,85541,11.149362820670438,2,3,0,4.973367416703488,7989.79
2024-03-28,0.0,76262,3.3882413822243214,3,3,0,11.149362820670438,7886.9
2024-03-29,0.0,80158,0.0,4,3,0,3.3882413822243214,8131.8
2024-03-30,0.0,108074,0.0,5,3,1,0.0,8554.98
2024-03-31,0.0,65999,6.595168445242901,6,3,1,0.0,8514.51
2024-04-01,0.0,74343,7.110522813221145,0,4,0,6.595168445242901,8095.67
2024-04-02,0.0,73682,14.004283999635176,1,4,0,7.110522813221145,8414.25
2024-04-03,0.0,78534,7.087787160937955,2,4,0,14.004283999635176,7943.79
2024-04-04,0.0,84155,6.165579535115105,3,4,0,7.087787160937955,8024.37
2024-04-05,0.0,90951,0.0,4,4,0,6.165579535115105,8166.92
2024-04-06,0.0,71648,17.005191746346807,5,4,1,0.0,8619.08
2024-04-07,0.0,68793,4.267947015670674,6,4,1,17.005191746346807,8926.15
2024-04-08,0.0,99994,9.031167222073877,0,4,0,4.267947015670674,7918.75
2024-04-09,0.0,79140,6.4713303980907675,1,4,0,9.031167222073877,8187.86
2024-04-10,0.0,72735,3.4112892191516835,2,4,0,6.4713303980907675,7803.41
2024-04-11,0.0,95031,8.899074693266146,3,4,0,3.4112892191516835,7804.87
2024-04-12,0.0,93344,4.489782216915464,4,4,0,8.899074693266146,7852.61
2024-04-13,0.0,80853,27.928359984387797,5,4,1,4.489782216915464,8870.72
2024-04-14,0.0,101203,13.308531478577333,6,4,1,27.928359984387797,8504.17
2024-04-15,0.0,97088,6.337272732895707,0,4,0,13.308531478577333,8004.78
2024-04-16,0.0,102034,0.0,1,4,0,6.337272732895707,7763.61
2024-04-17,0.0,78092,0.0,2,4,0,0.0,7815.36
2024-04-18,0.0,74245,12.896148370229016,3,4,0,0.0,8007.0
2024-04-19,0.0,78446,0.0,4,4,0,12.896148370229016,8008.86
2024-04-20,0.0,98510,14.951705033434317,5,4,1,0.0,8750.43
2024-04-21,0.0,69903,5.784781109470403,6,4,1,14.951705033434317,8791.11
2024-04-22,0.0,67083,0.0,0,4,0,5.784781109470403,8017.14
2024-04-23,0.0,94601,15.816524889747399,1,4,0,0.0,8168.89
2024-04-24,0.0,98401,20.14684273707557,2,4,0,15.816524889747399,8323.84
2024-04-25,0.0,103576,0.0,3,4,0,20.14684273707557,8027.69
2024-04-26,0.0,82035,5.8929258944386085,4,4,0,0.0,8257.7
2024-04-27,0.0,90387,10.157392366835383,5,4,1,5.8929258944386085,8617.98
2024-04-28,0.0,86323,11.226332562346402,6,4,1,10.157392366835383,9006.51
2024-04-29,0.0,57230,0.0,0,4,0,11.226332562346402,8109.63
2024-04-30,0.0,78612,7.953404579207891,1,4,0,0.0,8280.97
2024-05-01,0.0,86607,0.0,2,5,0,7.953404579207891,8002.41
2024-05-02,0.0,81995,9.1062958673101,3,5,0,0.0,8026.8
2024-05-03,0.0,61942,6.079827753765546,4,5,0,9.1062958673101,7931.05
2024-05-04,0.0,92681,22.585189312827072,5,5,1,6.079827753765546,9016.58
2024-05-05,0.0,77247,0.0,6,5,1,22.585189312827072,8740.12
2024-05-06,0.0,66963,2.2887474475299094,0,5,0,0.0,8072.39
2024-05-07,0.0,103323,28.09099309014941,1,5,0,2.2887474475299094,8169.1
2024-05-08,0.0,61530,2.7448408202568078,2,5,0,28.09099309014941,8253.95
2024-05-09,0.0,97114,5.081446106119115,3,5,0,2.7448408202568078,8154.73
2024-05-10,0.0,97077,11.935575638551914,4,5,0,5.081446106119115,8151.88
2024-05-11,0.0,78168,2.34406376306391,5,5,1,11.935575638551914,9137.95
2024-05-12,0.0,78714,0.0,6,5,1,2.34406376306391,9074.13
2024-05-13,0.0,107332,10.480889516547125,0,5,0,0.0,8005.77
2024-05-14,0.0,96298,5.436817790047165,1,5,0,10.480889516547125,7993.86
2024-05-15,0.0,86928,8.534648929954116,2,5,0,5.436817790047165,7844.83
2024-05-16,0.0,73777,0.0,3,5,0,8.534648929954116,8005.35
2024-05-17,0.0,81507,2.2247467903283074,4,5,0,0.0,8090.61
2024-05-18,0.0,96901,13.279549074012658,5,5,1,2.2247467903283074,8864.05
2024-05-19,0.0,75674,10.9917500163049,6,5,1,13.279549074012658,8743.02
2024-05-20,0.0,77431,0.0,0,5,0,10.9917500163049,8129.29
2024-05-21,0.0,77669,8.664033719227598,1,5,0,0.0,7990.98
2024-05-22,0.0,89072,6.847698618140091,2,5,0,8.664033719227598,8053.26
2024-05-23,0.0,87835,2.517604714165348,3,5,0,6.847698618140091,8020.43
2024-05-24,1.0,76529,0.0,4,5,0,2.517604714165348,9853.66
2024-05-25,0.0,73118,0.0,5,5,1,0.0,8762.0
2024-05-26,0.0,86288,4.184731057360592,6,5,1,0.0,8642.95
2024-05-27,0.0,83360,15.223729975124424,0,5,0,4.184731057360592,7924.78
2024-05-28,0.0,81091,15.57290623846622,1,5,0,15.223729975124424,8278.48
2024-05-29,0.0,83264,0.0,2,5,0,15.57290623846622,8095.98
2024-05-30,0.0,91702,6.834228272913518,3,5,0,0.0,7755.01
2024-05-31,0.0,70832,7.630946002304813,4,5,0,6.834228272913518,8050.89
2024-06-01,0.0,93551,3.9236361738304253,5,6,1,7.630946002304813,8639.59
2024-06-02,0.0,73344,13.079447061163638,6,6,1,3.9236361738304253,8680.85
2024-06-03,0.0,87205,8.42252386026105,0,6,0,13.079447061163638,7960.55
2024-06-04,0.0,76629,18.538115510605625,1,6,0,8.42252386026105,7891.29
2024-06-05,0.0,112320,6.835434935306207,2,6,0,18.538115510605625,8434.69
2024-06-06,0.0,78540,2.441726820108273,3,6,0,6.835434935306207,7948.73
2024-06-07,0.0,67694,0.0,4,6,0,2.441726820108273,8154.29
2024-06-08,0.0,79348,6.0578005395642,5,6,1,0.0,8732.97
2024-06-09,0.0,81079,5.009926705108176,6,6,1,6.0578005395642,8754.59
2024-06-10,0.0,91895,2.2626753827912904,0,6,0,5.009926705108176,8086.25
2024-06-11,0.0,74270,7.41242633650155,1,6,0,2.2626753827912904,7929.61
2024-06-12,0.0,100784,4.301787036203065,2,6,0,7.41242633650155,7953.22
2024-06-13,0.0,94506,0.0,3,6,0,4.301787036203065,8110.8
2024-06-14,0.0,80051,3.1225038528852043,4,6,0,0.0,8016.89
2024-06-15,0.0,76689,10.405223310899947,5,6,1,3.1225038528852043,8679.79
2024-06-16,0.0,74756,16.27583554535384,6,6,1,10.405223310899947,8741.3
2024-06-17,0.0,69243,12.40629894420653,0,6,0,16.27583554535384,8070.45
2024-06-18,0.0,91168,9.003241340438972,1,6,0,12.40629894420653,8237.28
2024-06-19,0.0,103759,2.2615659463800726,2,6,0,9.003241340438972,8055.88
2024-06-20,0.0,84051,13.669075501851648,3,6,0,2.2615659463800726,8037.76
2024-06-21,0.0,87870,2.0578595156656685,4,6,0,13.669075501851648,8250.28
2024-06-22,0.0,76064,6.61232916003712,5,6,1,2.0578595156656685,8388.15
2024-06-23,0.0,80549,4.22841954244895,6,6,1,6.61232916003712,8923.73
2024-06-24,0.0,80827,0.0,0,6,0,4.22841954244895,8035.54
2024-06-25,0.0,90979,8.219382475120009,1,6,0,0.0,8283.6
2024-06-26,0.0,92560,7.413284873318535,2,6,0,8.219382475120009,8415.03
2024-06-27,0.0,81463,9.889880667256362,3,6,0,7.413284873318535,8250.45
2024-06-28,0.0,98294,13.688784635094963,4,6,0,9.889880667256362,8223.19
2024-06-29,0.0,83792,2.2151171412412567,5,6,1,13.688784635094963,8641.08
2024-06-30,0.0,81046,6.242513698229692,6,6,1,2.2151171412412567,8811.51
2024-07-01,0.0,84289,2.44877415979336,0,7,0,6.242513698229692,7806.39
2024-07-02,0.0,82242,5.401295745975105,1,7,0,2.44877415979336,7970.02
2024-07-03,0.0,73570,12.69450984492507,2,7,0,5.401295745975105,7810.02
2024-07-04,0.0,81851,21.186212053692724,3,7,0,12.69450984492507,8311.91
2024-07-05,0.0,87459,6.7432530126290064,4,7,0,21.186212053692724,8308.06
2024-07-06,0.0,74628,5.707548923955603,5,7,1,6.7432530126290064,8670.65
2024-07-07,0.0,97622,22.513875499329284,6,7,1,5.707548923955603,8613.45
2024-07-08,0.0,80041,0.0,0,7,0,22.513875499329284,8058.84
2024-07-09,0.0,73150,2.4350349966868903,1,7,0,0.0,8172.61
2024-07-10,0.0,73987,40.53163922225951,2,7,0,2.4350349966868903,8214.0
2024-07-11,0.0,94469,35.483388031566044,3,7,0,40.53163922225951,8537.78
2024-07-12,0.0,88502,0.0,4,7,0,35.483388031566044,8243.76
2024-07-13,0.0,61728,11.355711694570726,5,7,1,0.0,8421.65
2024-07-14,0.0,95107,3.3170474476692973,6,7,1,11.355711694570726,8764.53
2024-07-15,0.0,92398,23.798172610990168,0,7,0,3.3170474476692973,8076.62
2024-07-16,0.0,75504,16.370950851817742,1,7,0,23.798172610990168,8278.88
2024-07-17,0.0,77281,13.899467042437838,2,7,0,16.370950851817742,8120.99
2024-07-18,0.0,95818,9.132672676039206,3,7,0,13.899467042437838,8038.01
2024-07-19,0.0,86880,3.141041459030145,4,7,0,9.132672676039206,8182.24
2024-07-20,0.0,87087,0.0,5,7,1,3.141041459030145,8748.77
2024-07-21,0.0,84898,0.0,6,7,1,0.0,8523.5
2024-07-22,0.0,99970,0.0,0,7,0,0.0,8172.6
2024-07-23,0.0,77499,11.157139298069737,1,7,0,0.0,7912.33
2024-07-24,0.0,78854,2.952478664005248,2,7,0,11.157139298069737,8427.01
2024-07-25,0.0,92302,13.352527391269497,3,7,0,2.952478664005248,8274.78
2024-07-26,0.0,64188,14.533328531485193,4,7,0,13.352527391269497,8403.24
2024-07-27,0.0,73436,5.7722494825393404,5,7,1,14.533328531485193,8742.66
2024-07-28,0.0,108351,7.245220272797049,6,7,1,5.7722494825393404,9036.52
2024-07-29,0.0,89601,0.0,0,7,0,7.245220272797049,7870.06
2024-07-30,0.0,89061,2.079702038639294,1,7,0,0.0,8004.5
2024-07-31,0.0,87446,2.9962508678417636,2,7,0,2.079702038639294,7981.12
2024-08-01,0.0,91673,0.0,3,8,0,2.9962508678417636,8469.31
2024-08-02,0.0,71370,13.917271629624366,4,8,0,0.0,8246.9
2024-08-03,0.0,77301,4.17039301161778,5,8,1,13.917271629624366,9082.23
2024-08-04,0.0,76807,8.990903820190473,6,8,1,4.17039301161778,8595.15
2024-08-05,0.0,104032,22.498384391614074,0,8,0,8.990903820190473,8340.98
2024-08-06,0.0,82793,7.208877260661184,1,8,0,22.498384391614074,8060.91
2024-08-07,0.0,76085,4.112412353096105,2,8,0,7.208877260661184,8304.93
2024-08-08,0.0,76966,8.453234038877513,3,8,0,4.112412353096105,8054.39
2024-08-09,0.0,82361,7.941541322873042,4,8,0,8.453234038877513,8392.17
2024-08-10,0.0,86257,13.220032990371507,5,8,1,7.941541322873042,8885.02
2024-08-11,0.0,87199,28.332267592778308,6,8,1,13.220032990371507,8943.8
2024-08-12,0.0,93416,2.1199681233470984,0,8,0,28.332267592778308,8217.79
2024-08-13,0.0,78052,0.0,1,8,0,2.1199681233470984,8223.93
2024-08-14,0.0,73090,2.0438055210148174,2,8,0,0.0,7992.07
2024-08-15,0.0,111556,27.148563902612256,3,8,0,2.0438055210148174,8419.76
2024-08-16,0.0,85095,25.77981779942871,4,8,0,27.148563902612256,8624.99
2024-08-17,0.0,83318,33.539647605287385,5,8,1,25.77981779942871,8865.67
2024-08-18,0.0,80474,2.505335166675415,6,8,1,33.539647605287385,8922.12
2024-08-19,0.0,87810,6.2441000391959705,0,8,0,2.505335166675415,8083.74
2024-08-20,0.0,78933,4.893565358808861,1,8,0,6.2441000391959705,8183.55
2024-08-21,0.0,82634,0.0,2,8,0,4.893565358808861,7866.08
2024-08-22,0.0,89502,0.0,3,8,0,0.0,7887.23
2024-08-23,0.0,81410,20.984832442116872,4,8,0,0.0,7902.74
2024-08-24,0.0,88560,0.0,5,8,1,20.984832442116872,8805.95
2024-08-25,0.0,112001,2.509539984760517,6,8,1,0.0,8827.33
2024-08-26,0.0,80443,0.0,0,8,0,2.509539984760517,8098.69
2024-08-27,0.0,119209,18.69703052615622,1,8,0,0.0,7987.67
2024-08-28,0.0,98006,0.0,2,8,0,18.69703052615622,8238.52
2024-08-29,0.0,75102,2.282771941078217,3,8,0,0.0,8012.94
2024-08-30,0.0,75601,0.0,4,8,0,2.282771941078217,7782.77
2024-08-31,0.0,89652,25.713857260195915,5,8,1,0.0,8440.09
2024-09-01,0.0,86916,0.0,6,9,1,25.713857260195915,8674.13
2024-09-02,0.0,99559,7.404502949233574,0,9,0,0.0,8097.7
2024-09-03,0.0,75753,6.088405728842883,1,9,0,7.404502949233574,8443.3
2024-09-04,0.0,103017,4.969403127836516,2,9,0,6.088405728842883,8064.88
2024-09-05,0.0,93435,18.836489609032462,3,9,0,4.969403127836516,7987.96
2024-09-06,0.0,94636,11.849445303465343,4,9,0,18.836489609032462,8057.92
2024-09-07,0.0,74785,2.816118141139631,5,9,1,11.849445303465343,8729.82
2024-09-08,0.0,95080,3.169324807332025,6,9,1,2.816118141139631,8685.65
2024-09-09,0.0,108476,0.0,0,9,0,3.169324807332025,8088.23
2024-09-10,0.0,85014,24.937166842180165,1,9,0,0.0,8337.53
2024-09-11,0.0,69731,0.0,2,9,0,24.937166842180165,7897.46
2024-09-12,0.0,74552,5.3532289134480875,3,9,0,0.0,7884.64
2024-09-13,0.0,75646,15.623333999337829,4,9,0,5.3532289134480875,8153.39
2024-09-14,0.0,72317,4.203894678434411,5,9,1,15.623333999337829,8742.25
2024-09-15,0.0,96800,4.932138691093535,6,9,1,4.203894678434411,8506.06
2024-09-16,0.0,74838,3.46789097808702,0,9,0,4.932138691093535,7910.28
2024-09-17,0.0,86170,2.525612620108077,1,9,0,3.46789097808702,8060.59
2024-09-18,0.0,90987,30.49907737170793,2,9,0,2.525612620108077,8360.77
2024-09-19,0.0,98190,0.0,3,9,0,30.49907737170793,8274.03
2024-09-20,0.0,73650,9.611269778102436,4,9,0,0.0,8025.26
2024-09-21,0.0,87314,3.9324963725917175,5,9,1,9.611269778102436,8830.45
2024-09-22,0.0,96908,8.821686626926871,6,9,1,3.9324963725917175,9021.29
2024-09-23,0.0,96104,4.091689426614362,0,9,0,8.821686626926871,8115.69
2024-09-24,0.0,87993,0.0,1,9,0,4.091689426614362,7797.42
2024-09-25,0.0,77923,24.671076780890814,2,9,0,0.0,8170.11
2024-09-26,0.0,99369,2.9944946018799903,3,9,0,24.671076780890814,8262.74
2024-09-27,0.0,65925,2.0143214909525553,4,9,0,2.9944946018799903,7997.18
2024-09-28,0.0,67146,11.89513992920445,5,9,1,2.0143214909525553,9121.49
2024-09-29,0.0,68952,28.145744456821923,6,9,1,11.89513992920445,8651.02
2024-09-30,0.0,98638,12.503969694274875,0,9,0,28.145744456821923,8700.52
2024-10-01,0.0,88427,48.59549006422309,1,10,0,12.503969694274875,8336.84
2024-10-02,0.0,59761,4.579670704285756,2,10,0,48.59549006422309,8423.9
2024-10-03,0.0,80700,2.626582252080661,3,10,0,4.579670704285756,8028.37
2024-10-04,0.0,92876,9.123140862096978,4,10,0,2.626582252080661,7970.38
2024-10-05,0.0,93712,3.8562645975521326,5,10,1,9.123140862096978,8629.03
2024-10-06,0.0,71136,39.908694820688474,6,10,1,3.8562645975521326,8802.63
2024-10-07,0.0,76980,14.67102513676968,0,10,0,39.908694820688474,8184.08
2024-10-08,0.0,84903,0.0,1,10,0,14.67102513676968,8011.87
2024-10-09,0.0,85676,0.0,2,10,0,0.0,8086.42
2024-10-10,0.0,85197,0.0,3,10,0,0.0,8332.93
2024-10-11,0.0,82263,26.840208011433507,4,10,0,0.0,7926.09
2024-10-12,0.0,77095,0.0,5,10,1,26.840208011433507,8762.19
2024-10-13,0.0,64845,20.157027596801452,6,10,1,0.0,8545.87
2024-10-14,0.0,65099,5.704139617300338,0,10,0,20.157027596801452,8391.86
2024-10-15,0.0,65744,4.851083071501711,1,10,0,5.704139617300338,8067.78
2024-10-16,0.0,95718,10.905479745218086,2,10,0,4.851083071501711,8276.13
2024-10-17,0.0,94532,0.0,3,10,0,10.905479745218086,8146.54
2024-10-18,0.0,99161,6.300394151105149,4,10,0,0.0,7856.14
2024-10-19,0.0,62100,12.120336334699783,5,10,1,6.300394151105149,8945.32
2024-10-20,0.0,89456,0.0,6,10,1,12.120336334699783,8911.65
2024-10-21,0.0,84229,2.3963005457805884,0,10,0,0.0,8096.76
2024-10-22,0.0,77054,16.917309073246816,1,10,0,2.3963005457805884,8141.66
2024-10-23,0.0,98057,7.021544686085068,2,10,0,16.917309073246816,7848.84
2024-10-24,0.0,77192,33.82468554521728,3,10,0,7.021544686085068,8323.8
2024-10-25,0.0,91107,13.413958699710099,4,10,0,33.82468554521728,8448.06
2024-10-26,0.0,67572,12.010943819146428,5,10,1,13.413958699710099,8529.89
2024-10-27,0.0,67771,3.7242530838373114,6,10,1,12.010943819146428,8844.81
2024-10-28,0.0,103238,26.734942456835608,0,10,0,3.7242530838373114,7964.97
2024-10-29,0.0,76678,6.720715730526487,1,10,0,26.734942456835608,7996.06
2024-10-30,0.0,93241,9.785173212046494,2,10,0,6.720715730526487,7942.0
2024-10-31,0.0,82025,5.775681941620076,3,10,0,9.785173212046494,8198.93
2024-11-01,0.0,64913,0.0,4,11,0,5.775681941620076,7989.19
2024-11-02,0.0,94991,9.584019505017316,5,11,1,0.0,8469.89
2024-11-03,0.0,67093,8.247071183330236,6,11,1,9.584019505017316,9008.08
2024-11-04,0.0,76802,4.842932714893361,0,11,0,8.247071183330236,8433.74
2024-11-05,0.0,73128,17.077088898039626,1,11,0,4.842932714893361,8286.73
2024-11-06,0.0,79424,12.71898018643962,2,11,0,17.077088898039626,8142.0
2024-11-07,0.0,66118,17.656010080168404,3,11,0,12.71898018643962,8239.63
2024-11-08,0.0,86896,3.1556071611953587,4,11,0,17.656010080168404,8271.59
2024-11-09,0.0,86918,12.048284524453399,5,11,1,3.1556071611953587,8711.63
2024-11-10,0.0,78104,5.332230419561516,6,11,1,12.048284524453399,8675.65
2024-11-11,0.0,67926,3.514082117169998,0,11,0,5.332230419561516,7886.4
2024-11-12,0.0,99339,23.793489919176416,1,11,0,3.514082117169998,8186.97
2024-11-13,0.0,89517,21.81316873918614,2,11,0,23.793489919176416,8185.85
2024-11-14,0.0,85593,0.0,3,11,0,21.81316873918614,8279.33
2024-11-15,0.0,105094,17.286152242705217,4,11,0,0.0,8079.39
2024-11-16,0.0,71548,0.0,5,11,1,17.286152242705217,8779.97
2024-11-17,0.0,76643,2.431136084134912,6,11,1,0.0,8674.72
2024-11-18,0.0,79605,0.0,0,11,0,2.431136084134912,8220.4
2024-11-19,0.0,78084,6.075875438724978,1,11,0,0.0,8040.8
2024-11-20,0.0,70701,7.413302260773152,2,11,0,6.075875438724978,8095.5
2024-11-21,0.0,116571,0.0,3,11,0,7.413302260773152,8033.29
2024-11-22,0.0,70244,9.378314863030894,4,11,0,0.0,8053.4
2024-11-23,0.0,92990,18.941088650409032,5,11,1,9.378314863030894,8854.92
2024-11-24,0.0,91083,7.759318689793077,6,11,1,18.941088650409032,8922.15
2024-11-25,0.0,61968,42.95332989494144,0,11,0,7.759318689793077,8304.43
2024-11-26,0.0,92690,0.0,1,11,0,42.95332989494144,8473.49
2024-11-27,0.0,73891,0.0,2,11,0,0.0,7874.33
2024-11-28,0.0,76130,5.053655423898846,3,11,0,0.0,8095.43
