TANGGAL,RR,Nama_Event,Ada_Event,Crowd_Scale,Volume_Total_Ton,Vol_Sisa_Makanan_Ton,Vol_Plastik_Ton,Hari_Ke,Is_Weekend,ZONA
2026-11-23,0.0,,0,0.0,6689.99,3336.27,1535.36,327,0,Residential
2026-11-24,0.0,Ancol Music Fest,1,1.4,8450.6,4214.29,1939.38,328,0,Tourism
2026-11-25,9.1,Ancol Music Fest,1,3.0,9757.02,4865.84,2239.25,329,0,Tourism
2026-11-26,0.7,Ancol Music Fest,1,1.4,8884.61,4430.75,2039.02,330,0,Tourism
2026-11-27,0.0,,0,0.0,6791.98,3387.14,1558.79,331,0,Residential
2026-11-28,5.7,,0,0.0,6811.53,3396.88,1563.25,332,1,Residential
2026-11-29,0.0,,0,0.0,7268.26,3624.68,1668.04,333,1,Residential
2026-11-30,0.0,,0,0.0,6687.25,3334.93,1534.72,334,0,Residential
2026-12-01,0.0,,0,0.0,6761.23,3371.8,1551.72,335,0,Residential
2026-12-02,0.0,,0,0.0,6670.25,3326.47,1530.84,336,0,Residential
2026-12-03,0.0,,0,0.0,6817.77,3400.0,1564.65,337,0,Residential
2026-12-04,6.5,,0,0.0,6994.95,3488.37,1605.33,338,0,Residential
2026-12-05,0.0,,0,0.0,7380.06,3680.45,1693.7,339,1,Residential
2026-12-06,1.0,,0,0.0,7445.57,3713.11,1708.79,340,1,Residential
2026-12-07,0.0,,0,0.0,6471.04,3227.09,1485.13,341,0,Residential
2026-12-08,11.3,,0,0.0,6396.74,3190.03,1468.07,342,0,Residential
2026-12-09,0.0,,0,0.0,6704.82,3343.72,1538.74,343,0,Residential
2026-12-10,0.0,,0,0.0,7055.81,3518.74,1619.34,344,0,Residential
2026-12-11,0.0,,0,0.0,6528.72,3255.86,1498.37,345,0,Residential
2026-12-12,11.7,,0,0.0,6873.09,3427.63,1577.38,346,1,Residential
2026-12-13,0.0,,0,0.0,7460.72,3720.69,1712.22,347,1,Residential
2026-12-14,0.0,,0,0.0,7066.32,3523.96,1621.69,348,0,Residential
2026-12-15,0.0,,0,0.0,7146.85,3564.13,1640.22,349,0,Residential
2026-12-16,0.0,,0,0.0,7439.65,3710.18,1707.39,350,0,Residential
2026-12-17,0.0,,0,0.0,7663.37,3821.72,1758.76,351,0,Residential
2026-12-18,3.4,Christmas Market,1,2.1,9204.27,4590.17,2112.36,352,0,Tourism
2026-12-19,0.0,Christmas Market,1,3.1,9926.37,4950.26,2278.08,353,1,Tourism
2026-12-20,0.0,Christmas Market,1,3.5,10875.94,5423.81,2496.01,354,1,Tourism
2026-12-21,7.5,Christmas Market,1,3.1,9277.42,4626.65,2129.17,355,0,Tourism
2026-12-22,5.1,Christmas Market,1,2.1,8982.27,4479.45,2061.43,356,0,Tourism
2026-12-23,7.3,,0,0.0,7457.73,3719.16,1711.52,357,0,Residential
2026-12-24,0.0,,0,0.0,7214.85,3598.07,1655.82,358,0,Residential
2026-12-25,2.9,,0,0.0,7154.49,3567.95,1641.94,359,0,Residential
2026-12-26,0.0,,0,0.0,7624.6,3802.37,1749.85,360,1,Residential
2026-12-27,0.0,,0,0.0,7631.54,3805.87,1751.44,361,1,Residential
2026-12-28,0.0,,0,0.0,6686.42,3334.49,1534.53,362,0,Residential
2026-12-29,0.0,,0,0.0,7274.12,3627.61,1669.44,363,0,Residential
2026-12-30,0.0,Countdown Jakarta 2027,1,3.2,10452.95,5212.88,2398.92,364,0,Tourism
2026-12-31,10.7,Countdown Jakarta 2027,1,4.5,11181.92,5576.41,2566.24,365,0,Tourism
